Commune;Prixm2_Moy;Code_postal
Labruyere;526.0;60140
Labruyere;526.0;21250
Labruyere;1928.0;60140
Labruyere;1928.0;21250
Savennes;744.0;23000
Savennes;744.0;63750
Savennes;607.0;23000
Savennes;607.0;63750
Villiers en morvan;758.0;21430
Iffendic;1499.0;35750
Bleruais;1197.0;35750
Lucenay l eveque;537.0;71540
Bard le regulier;560.0;21430
Chateaubriant;1544.0;44110
Dammartin marpain;1144.0;39290
Dammartin marpain;1144.0;39290
Fuveau;3609.0;13710
Fuveau;3609.0;13710
Fuveau;3609.0;13710
Rosay;1250.0;76680
Rosay;1250.0;78790
Rosay;1250.0;39190
Rosay;2337.0;76680
Rosay;2337.0;78790
Rosay;2337.0;39190
Rosay;1688.0;76680
Rosay;1688.0;78790
Rosay;1688.0;39190
Maux;1225.0;58290
Veynes;1328.0;5400
Talensac;1891.0;35160
Preveranges;1114.0;18370
Gevry;1378.0;39100
Illifaut;800.0;22230
Mauron;951.0;56430
Saulon la rue;1799.0;21910
Trehorenteuc;979.0;56430
Monteneuf;1072.0;56380
Montret;1129.0;71440
Barizey;1081.0;71640
Aiguilles;1678.0;5470
Gourhel;1692.0;56800
Treal;1007.0;56140
Reminiac;809.0;56140
Liernais;919.0;21430
Pouilly sur loire;1646.0;58150
Fry;1638.0;76780
Trans sur erdre;1426.0;44440
Nort sur erdre;2159.0;44390
Pabu;1307.0;22200
Chouze sur loire;1483.0;37140
Erce en lamee;913.0;35620
Rebrechien;1824.0;45470
Cande;1022.0;49440
Chailly sur armancon;642.0;21320
Champdeniers;1044.0;79220
Champdeniers;1044.0;79220
Champdeniers;1044.0;79220
Couternon;2567.0;21560
Rehaincourt;1273.0;88330
Halsou;3539.0;64480
Mesves sur loire;1199.0;58400
Boncourt sur meuse;1654.0;55200
Premeaux prissey;1610.0;21700
Premeaux prissey;1610.0;21700
Villers la chevre;1879.0;54870
Martigne ferchaud;1040.0;35640
Petit mars;1974.0;44390
Loireauxence;1416.0;44370
Loireauxence;1416.0;44370
Loireauxence;1416.0;44370
Loireauxence;1416.0;44370
Isse;1153.0;51150
Isse;1153.0;44520
Isse;1187.0;51150
Isse;1187.0;44520
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49530
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49270
Oree d anjou;1564.0;49530
Oree d anjou;1564.0;49530
Lusanger;1041.0;44590
Annoire;1021.0;39120
Boyer;1277.0;71700
Boyer;1277.0;42460
Tressignaux;1136.0;22290
Aiserey;1760.0;21110
Couffe;1739.0;44521
Nozay;1546.0;10700
Nozay;1546.0;44170
Nozay;1546.0;91620
Nozay;3227.0;10700
Nozay;3227.0;44170
Nozay;3227.0;91620
Planchez;1128.0;58230
Eance;845.0;35640
Sion les mines;1004.0;44590
Abbaretz;1475.0;44170
Rouge;1019.0;44660
Dun les places;1003.0;58230
Cussy en morvan;1015.0;71550
Villepot;944.0;44110
Pannece;1343.0;44440
Ligne;1877.0;16140
Ligne;1877.0;44850
Ligne;1227.0;16140
Ligne;1227.0;44850
Ecuisses;1115.0;71210
Aubigny en plaine;1651.0;21170
Blismes;1856.0;58120
Gouloux;915.0;58230
Vair sur loire;1498.0;44150
Vair sur loire;1498.0;44150
Juigne des moutiers;725.0;44670
Louisfert;1196.0;44110
Sommant;1023.0;71540
Allegre les fumades;1923.0;30500
Brassy;1161.0;58140
Brassy;1161.0;80160
Brassy;1500.0;58140
Brassy;1500.0;80160
Soulvache;838.0;44660
Vouzon;1404.0;41600
Oudon;1918.0;44521
Mesanger;1792.0;44522
Menessaire;962.0;21430
Vauclaix;671.0;58140
Moux en morvan;1023.0;58230
Saulieu;1066.0;21210
Mauves sur loire;2303.0;44470
Viviers;2012.0;57590
Viviers;2012.0;7220
Viviers;2012.0;89700
Viviers;1119.0;57590
Viviers;1119.0;7220
Viviers;1119.0;89700
Simard;1221.0;71330
Livron;1604.0;64530
Morville en beauce;1782.0;45300
Treffieux;1406.0;44170
Vallons de l erdre;1210.0;44540
Vallons de l erdre;1210.0;44540
Vallons de l erdre;1210.0;44540
Vallons de l erdre;1210.0;44540
Vallons de l erdre;1210.0;44540
Vallons de l erdre;1210.0;44540
Chatin;572.0;58120
Arleuf;912.0;58430
Gacogne;516.0;58140
Asnans beauvoisin;1069.0;39120
Asnans beauvoisin;1069.0;39120
Haucourt;1786.0;60112
Haucourt;1786.0;62156
Haucourt;1786.0;76440
Haucourt;1304.0;60112
Haucourt;1304.0;62156
Haucourt;1304.0;76440
Haucourt;1637.0;60112
Haucourt;1637.0;62156
Haucourt;1637.0;76440
Vignoux sur barangeon;1186.0;18500
Neublans abergement;1251.0;39120
Neublans abergement;1251.0;39120
Venas;775.0;3190
Val d anast;1257.0;35330
Val d anast;1257.0;35330
Aldudes;1883.0;64430
Mhere;892.0;58140
Burnand;1200.0;71460
Mernel;1272.0;35330
Champeau en morvan;1075.0;21210
Bovel;1271.0;35330
Chorey les beaune;1964.0;21200
Plelan le grand;1528.0;35380
Morgny;1452.0;27150
Dun sur grandry;724.0;58110
Alligny en morvan;1159.0;58230
Verrieres en anjou;2008.0;49112
Verrieres en anjou;2008.0;49480
Loheac;976.0;35550
Beignon;1370.0;56380
Germagny;1117.0;71460
Labergement foigney;1742.0;21110
Montsauche les settons;1680.0;58230
Montsauche les settons;1680.0;58230
Carentoir;1250.0;56910
Carentoir;1250.0;56910
Treffendel;1771.0;35380
Goven;1857.0;35580
Saisy;1121.0;71360
Lieuron;1170.0;35550
Paimpont;1328.0;35380
Chaumard;1324.0;58120
Ouroux en morvan;1195.0;58230
Brazey en plaine;1905.0;21470
Flavignerot;1658.0;21160
Trugny;1243.0;21250
Lavault de fretoy;1364.0;58230
Guer;1225.0;56380
Guer;1225.0;56380
Chissey en morvan;907.0;71540
Maxent;1508.0;35380
Chougny;868.0;58110
Guenrouet;1503.0;44530
Guenrouet;1503.0;44530
Epertully;1186.0;71360
Lignieres sur aire;316.0;55260
Grandchamps des fontaines;2409.0;44119
Fragnes la loyere;1744.0;71530
Fragnes la loyere;1744.0;71530
Binges;1899.0;21270
Romenay;971.0;71470
Montigny en morvan;1155.0;58120
Ozenay;2439.0;71700
Noreuil;1377.0;62128
Rieux;996.0;60870
Rieux;996.0;51210
Rieux;996.0;56350
Rieux;996.0;76340
Rieux;943.0;60870
Rieux;943.0;51210
Rieux;943.0;56350
Rieux;943.0;76340
Rieux;2096.0;60870
Rieux;2096.0;51210
Rieux;2096.0;56350
Rieux;2096.0;76340
Rieux;1149.0;60870
Rieux;1149.0;51210
Rieux;1149.0;56350
Rieux;1149.0;76340
Malville;1932.0;44260
Anost;895.0;71550
Vendenesse les charolles;951.0;71120
Donges;1713.0;44480
Severac;1256.0;44530
Saugues;1229.0;43170
Prinquiau;2040.0;44260
Chevagny sur guye;1647.0;71220
Damerey;1086.0;71620
Vitrolles;2941.0;13127
Vitrolles;2941.0;5110
Vitrolles;2141.0;13127
Vitrolles;2141.0;5110
Fay de bretagne;1662.0;44130
Berre l etang;2732.0;13130
Arandon passins;1832.0;38510
Arandon passins;1832.0;38510
Vernantois;1190.0;39570
Serres castet;2404.0;64121
Masserac;1039.0;44290
Cesancey;1208.0;39570
Gordes;5857.0;84220
Ensues la redonne;5466.0;13820
Ensues la redonne;5466.0;13820
Langolen;1141.0;29510
Royer;622.0;71700
Guemene penfao;1184.0;44290
Guemene penfao;1184.0;44290
Guemene penfao;1184.0;44290
Savenay;2186.0;44260
Dreffeac;1646.0;44530
Pierric;1068.0;44290
Corcelles les arts;1853.0;21190
Chateauneuf le rouge;4205.0;13790
Vielverge;1084.0;21270
Redon;1439.0;35600
Heric;2188.0;44810
Neuville ferrieres;1371.0;76270
Langon;1048.0;35660
Langon;1048.0;33210
Langon;963.0;35660
Langon;963.0;33210
Langon;1853.0;35660
Langon;1853.0;33210
Joudes;887.0;71480
Oussieres;690.0;39800
Campbon;1893.0;44750
Fos sur mer;2818.0;13270
Eguilles;4652.0;13510
Thehillac;1008.0;56130
Palleau;1317.0;71350
Coudoux;3841.0;13111
Vay;1276.0;44170
Thoisy le desert;740.0;21320
Rognac;3230.0;13340
Port de bouc;2402.0;13110
Miramas;2440.0;13140
Colonne;889.0;39800
Velaux;3825.0;13880
Lavau sur loire;1680.0;44260
Cornillon confoux;3185.0;13250
Carry le rouet;5023.0;13620
Carry le rouet;5023.0;13620
Chateauneuf les martigues;3127.0;13220
Chateauneuf les martigues;3127.0;13220
Ventabren;3961.0;13122
Ventabren;3961.0;13122
Lons le saunier;1512.0;39000
Bouee;2206.0;44260
Ahuy;2768.0;21121
Laperriere sur saone;1247.0;21170
Etevaux;1610.0;21270
Besne;1626.0;44160
Lancon provence;3139.0;13680
Fontainebrux;1676.0;39140
Courtemont varennes;1638.0;2850
Vesly;1071.0;27870
Vesly;1071.0;50430
Vesly;1071.0;50430
Vesly;2011.0;27870
Vesly;2011.0;50430
Vesly;2011.0;50430
Plan de cuques;3637.0;13380
Tellecey;1496.0;21270
Perignac;1265.0;16250
Perignac;1265.0;17800
Perignac;1202.0;16250
Perignac;1202.0;17800
Aubigny la ronce;1738.0;21340
Pagny la ville;1159.0;21250
Gespunsart;1134.0;8700
Gignac la nerthe;3172.0;13180
Gignac la nerthe;3172.0;13180
Mas de londres;2676.0;34380
Cuisery;1381.0;71290
Arraute charritte;1411.0;64120
Bouc bel air;4239.0;13320
Rochebaudin;1813.0;26160
Barnave;1034.0;26310
Manas;1770.0;26160
Augerans;1292.0;39380
Felines sur rimandoule;1409.0;26160
Guagno;1477.0;20160
Digna;1448.0;39190
Tronchy;1407.0;71440
Esquerchin;1894.0;59553
Aix en provence;4355.0;13080
Aix en provence;4355.0;13100
Aix en provence;4355.0;13090
Aix en provence;4355.0;13100
Aix en provence;4355.0;13290
Aix en provence;4355.0;13540
Joux la ville;784.0;89440
Creot;764.0;71490
Charols;1823.0;26450
Cabries;4465.0;13480
Cabries;4465.0;13480
Beaurepaire en bresse;1284.0;71580
Bosjean;1072.0;71330
Mareugheol;1154.0;63340
Bonlieu sur roubion;2163.0;26160
Plumaugat;906.0;22250
Passy en valois;1438.0;2470
Chamilly;1702.0;71510
Bernieres;1625.0;76210
Cadenet;3494.0;84160
Savasse;2044.0;26740
Savasse;2044.0;26740
Boncourt le bois;1831.0;21700
Fraze;1078.0;28160
Sabran;2513.0;30200
Sorbo ocagnano;1885.0;20213
Sorbo ocagnano;1885.0;20213
Salettes;1862.0;26160
Salettes;1862.0;43150
Salettes;888.0;26160
Salettes;888.0;43150
Sens sur seille;1055.0;71330
Mornans;4961.0;26460
Soussey sur brionne;1925.0;21350
Francillon sur roubion;2096.0;26400
Autichamp;2444.0;26400
Meillon;1664.0;64510
Champrepus;1120.0;50800
Pradelle;553.0;26340
Villelaure;2797.0;84530
Mollans sur ouveze;2419.0;26170
Saou;2161.0;26400
Clomot;1192.0;21230
Mancey;1438.0;71240
Puyvert;4261.0;84160
Occhiatana;928.0;20226
Foulenay;963.0;39230
Lampaul ploudalmezeau;1311.0;29830
Esbarres;1573.0;21170
Ansouis;3726.0;84240
Bricy;1413.0;45310
Collongues;1935.0;6910
Collongues;1935.0;65350
Collongues;1203.0;6910
Collongues;1203.0;65350
Cleon d andran;2122.0;26450
Garons;2064.0;30128
Magnien;1268.0;21230
Flavigny sur ozerain;1540.0;21150
Chatenoy en bresse;1512.0;71380
Saligney;1236.0;39350
Authume;1319.0;39100
Terrehault;991.0;72110
Frapelle;806.0;88490
Charleval;2700.0;13350
Charleval;2700.0;27380
Charleval;1428.0;13350
Charleval;1428.0;27380
Mouries;2919.0;13890
Puget;2985.0;84360
Chaniers;1515.0;17610
Maxilly sur saone;1039.0;21270
Buisson;2344.0;84110
Buisson;1355.0;84110
Mallemort;3011.0;13370
Mallemort;3011.0;13370
Souvigny en sologne;1373.0;41600
Suze la rousse;2168.0;26790
Mirville;2375.0;76210
Eyguieres;3504.0;13430
Alleins;3003.0;13980
Alleins;3003.0;13980
Bournand;1363.0;86120
Eygaliers;2285.0;26170
Eygalieres;5126.0;13810
Champdotre;1393.0;21130
Entrechaux;2308.0;84340
Thoisy la berchere;1067.0;21210
Givry;2051.0;8130
Givry;2051.0;71640
Givry;2051.0;89200
Givry;722.0;8130
Givry;722.0;71640
Givry;722.0;89200
Seurre;1294.0;21250
Lauris;2945.0;84360
Romange;826.0;39700
Tulette;2064.0;26790
Val sonnette;1234.0;39190
Val sonnette;1234.0;39190
Val sonnette;1234.0;39190
Val sonnette;1234.0;39190
Jugy;1560.0;71240
Treauville;1571.0;50340
Puligny montrachet;2621.0;21190
Chatelain;900.0;53200
Rasteau;2917.0;84110
Donnezac;1288.0;33860
Cairanne;2917.0;84290
Pernes les fontaines;2620.0;84210
Champagnac le vieux;1040.0;43440
Propiac;1057.0;26170
Pierrelongue;2247.0;26170
Muel;1043.0;35290
Aureille;4100.0;13930
Maussane les alpilles;5175.0;13520
Villers rotin;1037.0;21130
Meursault;2584.0;21190
Biarne;1364.0;39290
Lambesc;3388.0;13410
Mantry;1198.0;39230
Baguer pican;1412.0;35120
Bouze les beaune;1550.0;21200
Choloy menillot;1097.0;54200
Choloy menillot;1097.0;54200
Propriano;3388.0;20110
Rochegude;2383.0;30430
Rochegude;2383.0;26790
Rochegude;2591.0;30430
Rochegude;2591.0;26790
Bouchet;2195.0;26790
Vaas;1329.0;72500
Merindol les oliviers;2630.0;26170
Aneres;1282.0;65150
Auzouville sur saane;1465.0;76730
Barges;1980.0;43340
Barges;1980.0;21910
Barges;1980.0;70500
Barges;545.0;43340
Barges;545.0;21910
Barges;545.0;70500
Barges;667.0;43340
Barges;667.0;21910
Barges;667.0;70500
Faucon;1216.0;84110
Mondragon;2538.0;84430
Drambon;1388.0;21270
Mutigney;1241.0;39290
Francescas;1134.0;47600
Bessey les citeaux;1613.0;21110
Aurons;2935.0;13121
Champvans;1313.0;70100
Champvans;1313.0;39100
Champvans;923.0;70100
Champvans;923.0;39100
Malay;1069.0;71460
Desnes;1150.0;39140
Montot;1724.0;21170
Montot;1724.0;70180
Paradou;3688.0;13520
Orgon;2689.0;13660
Dennevy;860.0;71510
Pelissanne;3186.0;13330
Montclus;1590.0;30630
Montclus;1590.0;5700
Thorey en plaine;2201.0;21110
Vicq exemplet;695.0;36400
Chambolle musigny;1977.0;21220
Omps;3196.0;15290
Ecretteville sur mer;1836.0;76540
Lussan;2947.0;32270
Lussan;2947.0;30580
Lussan;1570.0;32270
Lussan;1570.0;30580
Lapalud;997.0;84840
Hauteville les dijon;2666.0;21121
Villeneuve sous pymont;1985.0;39570
Vieux mesnil;1640.0;59138
Ferce;1180.0;44660
Chaux;1000.0;21700
Chaux;1000.0;90330
Chaux;1867.0;21700
Chaux;1867.0;90330
Chaux;1274.0;21700
Chaux;1274.0;90330
Sirod;913.0;39300
Sirod;913.0;39300
Vernegues;3046.0;13116
Tresques;2388.0;30330
Merindol;3086.0;84360
Venejan;2369.0;30200
Bernis;2337.0;30620
Piolenc;1656.0;84420
Codolet;1474.0;30200
Verfeuil;2313.0;30630
Sausset les pins;5461.0;13960
Caderousse;2278.0;84860
Lamanon;3241.0;13113
Cavillargues;2230.0;30330
Uchaud;2206.0;30620
Foucherans;1667.0;39100
Mornas;1500.0;84550
Montjay;1431.0;5150
Montjay;1431.0;71310
Montjay;1114.0;5150
Montjay;1114.0;71310
Bollene;1602.0;84500
Salazac;2313.0;30760
Bettancourt la ferree;1588.0;52100
Barreme;1334.0;4330
Carsan;3402.0;30130
Montboyer;723.0;16620
Vestric et candiac;2292.0;30600
Tremont sur saulx;670.0;55000
Uchaux;2772.0;84100
Vauvert;2096.0;30600
Vauvert;2096.0;30600
Vauvert;2096.0;30600
Vauvert;2096.0;30600
Montpont en bresse;1332.0;71470
Montjoux;1775.0;26220
Vinsobres;2534.0;26110
Bouhans;1052.0;71330
Nyons;2354.0;26110
Benivay ollon;1250.0;26170
Domezain berraute;1780.0;64120
Puygiron;2340.0;26160
Messanges;1798.0;21220
Messanges;1798.0;40660
Messanges;3164.0;21220
Messanges;3164.0;40660
Venterol;2393.0;5130
Venterol;2393.0;26110
Venterol;1682.0;5130
Venterol;1682.0;26110
Arbouet sussaute;2292.0;64120
Bergouey viellenave;1212.0;64270
Bergouey viellenave;1212.0;64270
Vezac;1414.0;15130
Vezac;1414.0;24220
Vezac;2072.0;15130
Vezac;2072.0;24220
Quetigny;1955.0;21800
Maisoncelle;841.0;62310
Orsanco;1595.0;64120
Etrigny;1779.0;71240
Etrigny;1779.0;71240
Grignan;2952.0;26230
Narrosse;2093.0;40180
Chanac les mines;1092.0;19150
Laives;2030.0;71240
Dieulefit;2105.0;26220
Sassenay;1676.0;71530
Manlay;1293.0;21430
Larrau;1327.0;64560
Saulxures les bulgneville;736.0;88140
Rochefort en valdaine;1989.0;26160
Vic des pres;1342.0;21360
Pouillon;1586.0;40350
Pouillon;1586.0;51220
Pouillon;2774.0;40350
Pouillon;2774.0;51220
Serre les moulieres;1730.0;39700
Behasque lapiste;1625.0;64120
Cousance;1053.0;39190
Billey;1571.0;21130
Itxassou;2770.0;64250
Vosne romanee;2748.0;21700
Yzosse;1703.0;40180
Coutras;1526.0;33230
Grillon;1015.0;84600
Prendeignes;1139.0;46270
Remilly sur tille;1989.0;21560
Bonvillaret;6217.0;73220
Mirabel aux baronnies;2092.0;26110
Fleurville;1287.0;71260
Vesc;1713.0;26220
Beaumes de venise;2119.0;84190
Souspierre;2000.0;26160
Montjoyer;2205.0;26230
Richerenches;1718.0;84600
Arberats sillegue;1782.0;64120
Bellenot sous pouilly;1257.0;21320
Aubres;2872.0;26110
Bresson;3318.0;38320
Xermamenil;1346.0;54300
Lacarry arhan charritte de haut;2795.0;64470
Guiche;2251.0;64520
Guiche;1349.0;64520
Pelves;1512.0;62118
Leren;1270.0;64270
Lagney;1442.0;54200
Chantemerle les grignan;2196.0;26230
Escos;1369.0;64270
Reauville;2241.0;26230
Montgaillard;2670.0;11330
Montgaillard;2670.0;40500
Montgaillard;2670.0;65200
Montgaillard;2670.0;82120
Montgaillard;2670.0;81630
Montgaillard;857.0;11330
Montgaillard;857.0;40500
Montgaillard;857.0;65200
Montgaillard;857.0;82120
Montgaillard;857.0;81630
Montgaillard;1376.0;11330
Montgaillard;1376.0;40500
Montgaillard;1376.0;65200
Montgaillard;1376.0;82120
Montgaillard;1376.0;81630
Montgaillard;1488.0;11330
Montgaillard;1488.0;40500
Montgaillard;1488.0;65200
Montgaillard;1488.0;82120
Montgaillard;1488.0;81630
Montgaillard;1401.0;11330
Montgaillard;1401.0;40500
Montgaillard;1401.0;65200
Montgaillard;1401.0;82120
Montgaillard;1401.0;81630
Montgaillard;3183.0;11330
Montgaillard;3183.0;40500
Montgaillard;3183.0;65200
Montgaillard;3183.0;82120
Montgaillard;3183.0;81630
Angerville bailleul;1646.0;76110
Lauzun;1164.0;47410
Seissan;1324.0;32260
Seissan;1324.0;32260
Pernand vergelesses;2323.0;21420
Deuillet;1618.0;2700
Fontaine henry;2096.0;14610
Villers helon;1654.0;2600
Condorcet;2358.0;26110
Echevronne;2484.0;21420
Guerfand;1367.0;71620
Abitain;1300.0;64390
Colonzelle;3673.0;26230
Chamaret;1470.0;26230
Chambeire;1649.0;21110
Musculdy;1080.0;64130
Garris;1821.0;64120
Remuzat;782.0;26510
Heugas;1766.0;40180
Colombier;446.0;3600
Colombier;446.0;24560
Colombier;446.0;21360
Colombier;446.0;42220
Colombier;446.0;70000
Colombier;1589.0;3600
Colombier;1589.0;24560
Colombier;1589.0;21360
Colombier;1589.0;42220
Colombier;1589.0;70000
Colombier;1874.0;3600
Colombier;1874.0;24560
Colombier;1874.0;21360
Colombier;1874.0;42220
Colombier;1874.0;70000
Colombier;708.0;3600
Colombier;708.0;24560
Colombier;708.0;21360
Colombier;708.0;42220
Colombier;708.0;70000
Colombier;1657.0;3600
Colombier;1657.0;24560
Colombier;1657.0;21360
Colombier;1657.0;42220
Colombier;1657.0;70000
Dracy les couches;1413.0;71490
Pimprez;1704.0;60170
Boudrac;546.0;31580
Cirey les pontailler;1547.0;21270
Messia sur sorne;1473.0;39570
Marnay;1439.0;86160
Marnay;1439.0;70150
Marnay;1439.0;71240
Marnay;1498.0;86160
Marnay;1498.0;70150
Marnay;1498.0;71240
Marnay;1350.0;86160
Marnay;1350.0;70150
Marnay;1350.0;71240
Bou;1714.0;45430
Pommard;2978.0;21630
Chassagne;941.0;63320
Chassagne;739.0;63320
Carresse cassaber;1270.0;64270
Carresse cassaber;1270.0;64270
Teyssieres;1040.0;26220
Montmain;1221.0;76520
Montmain;1221.0;21250
Montmain;2064.0;76520
Montmain;2064.0;21250
Bouvieres;1094.0;26460
Labatut;1132.0;9700
Labatut;1132.0;40300
Labatut;1265.0;9700
Labatut;1265.0;40300
Lohitzun oyhercq;1152.0;64120
Estang;1435.0;32240
Gercourt et drillancourt;518.0;55110
Ostabat asme;2040.0;64120
Bunus;4314.0;64120
Oeyreluy;2152.0;40180
Plougras;937.0;22780
Saugnac et cambran;1713.0;40180
Loudervielle;3121.0;65240
Marsannay la cote;2186.0;21160
Longvic;1966.0;21600
Montagny pres louhans;1542.0;71500
Bey;1293.0;1290
Bey;1293.0;71620
Montceaux ragny;733.0;71240
Tourrettes;2017.0;83440
Tourrettes;3922.0;83440
Gaas;1678.0;40350
Mayenne;1383.0;53100
Verrey sous dree;1559.0;21540
Moroges;1895.0;71390
Agencourt;1641.0;21700
Benesse les dax;1876.0;40180
Lahontan;1417.0;64270
Fussey;2558.0;21700
Nevy les dole;1625.0;39380
Buxy;1246.0;71390
Plourivo;1376.0;22860
Haudivillers;1444.0;60510
Donzere;1813.0;26290
Arcizac ez angles;1660.0;65100
Rouy le petit;1824.0;80190
Corgoloin;1478.0;21700
Pavant;1355.0;2310
Chateauneuf du rhone;1650.0;26780
Candresse;1759.0;40180
Villargondran;1656.0;73300
Cruas;1602.0;7350
Pollieu;2098.0;1350
Espeluche;1894.0;26780
Grazay;837.0;53440
Clansayes;7265.0;26130
Charigny;1556.0;21140
Culetre;1297.0;21230
Chamboeuf;1933.0;42330
Chamboeuf;1933.0;21220
Chamboeuf;2272.0;42330
Chamboeuf;2272.0;21220
Ance feas;1339.0;64570
Ance feas;1339.0;64570
Montelimar;1784.0;26200
Broin;1337.0;21250
Louresse rochemenier;1381.0;49700
Guethary;6650.0;64210
Bourbonne les bains;686.0;52400
Bourbonne les bains;686.0;52400
Bourbonne les bains;686.0;52400
Vitrac sur montane;1143.0;19800
Valaurie;2104.0;26230
Montboucher sur jabron;2252.0;26740
Condillac;3461.0;26740
Broye aubigney montseugny;788.0;70140
Broye aubigney montseugny;788.0;70140
Broye aubigney montseugny;788.0;70140
Orcival;893.0;63210
Santec;1872.0;29250
Rully;1819.0;60810
Rully;1819.0;71150
Rully;2587.0;60810
Rully;2587.0;71150
Bassussarry;4048.0;64200
Sigy le chatel;802.0;71250
Paris l hopital;1104.0;71150
Simandre;1169.0;71290
Noiron sous gevrey;1857.0;21910
Argilly;2022.0;21700
Belleme;1117.0;61130
Verdun sur le doubs;1587.0;71350
Biriatou;2594.0;64700
Coupelle neuve;1143.0;62310
Busy;1342.0;25320
Brienne;1331.0;71290
Chateauneuf d ille et vilaine;1806.0;35430
Louhossoa;2116.0;64250
Chaudefontaine;1123.0;51800
Chaumergy;1242.0;39230
Granges;1786.0;71390
Urepel;1389.0;64430
Lercoul;1248.0;9220
Vitteaux;896.0;21350
Fley;1986.0;71390
Chilly le vignoble;1421.0;39570
Betchat;1224.0;9160
Vonges;1371.0;21270
Montceau les mines;979.0;71300
Bournainville faverolles;1639.0;27230
Bournainville faverolles;1639.0;27230
Bournainville faverolles;1639.0;27230
Echourgnac;1454.0;24410
Mornay;1910.0;71220
Aurel;2225.0;84390
Aurel;2225.0;26340
Montchanin;1242.0;71210
Recoubeau jansac;2127.0;26310
Recoubeau jansac;2127.0;26310
Lavigny;1277.0;39210
Lavigny;1277.0;39210
Ferrassieres;878.0;26570
Osses;1420.0;64780
Curtil sous burnand;820.0;71460
Bellignat;1218.0;1100
Plottes;1565.0;71700
Bertry;1129.0;59980
Chivres;1313.0;21820
Toulouse le chateau;1175.0;39230
Bersaillin;1233.0;39800
Bersaillin;1233.0;39800
Bersaillin;1233.0;39800
Bletterans;1310.0;39140
Montbrun les bains;2130.0;26570
Baleyssagues;2094.0;47120
Orthevielle;2133.0;40300
Camiran;1169.0;33190
Raulhac;745.0;15800
Vaux en pre;600.0;71460
Montlaur en diois;1533.0;26310
Bragny sur saone;1098.0;71350
Comps;1612.0;26220
Comps;1612.0;30300
Comps;1612.0;33710
Comps;2094.0;26220
Comps;2094.0;30300
Comps;2094.0;33710
Valdoule;3693.0;5150
Valdoule;3693.0;5150
Valdoule;3693.0;5150
Sault;1507.0;84390
Reilhanette;2255.0;26570
Julvecourt;1751.0;55120
Huest;1762.0;27930
Wacquemoulin;1782.0;60420
Latresne;3058.0;33360
Beaune;2244.0;21200
Menglon;1792.0;26410
Frontenard;1154.0;71270
Fontenay sur conie;876.0;28140
Herbeviller;768.0;54450
Ouvrouer les champs;1256.0;45150
Champignolles;870.0;21230
Perrigny les dijon;2833.0;21160
Amondans;2240.0;25330
Auribeau;2792.0;84400
Prisches;1049.0;59550
Sevrey;1756.0;71100
Pouilloux;1156.0;71230
Menetreuil;928.0;71470
Daix;2588.0;21121
Savigny sur seille;1108.0;71440
Noyers sur jabron;2336.0;4200
Ham sur meuse;859.0;8600
Gargas;2254.0;31620
Gargas;2254.0;84400
Gargas;1704.0;31620
Gargas;1704.0;84400
Parcey;1284.0;39100
Huilly sur seille;1161.0;71290
Benesse maremne;2562.0;40230
Arcangues;4174.0;64200
Tournus;1370.0;71700
Armendarits;1775.0;64640
Cambo les bains;2629.0;64250
Ondres;3150.0;40440
Jacou;3090.0;34830
Rustrel;2352.0;84400
Lourmarin;4930.0;84160
Jouhe;1011.0;39100
Masparraute;571.0;64120
Clux villeneuve;1679.0;71270
Clux villeneuve;1679.0;71270
Dieupentale;1492.0;82170
Fons sur lussan;1225.0;30580
Neuvilley;428.0;39800
Montapas;1132.0;58110
Bourdon;1636.0;80310
Champagney;1452.0;39290
Champagney;1452.0;25170
Champagney;1452.0;70290
Champagney;1371.0;39290
Champagney;1371.0;25170
Champagney;1371.0;70290
Montoillot;1543.0;21540
Villers les pots;1398.0;21130
Thoard;1061.0;4380
Thoard;1061.0;4380
Rivieres;2234.0;16110
Rivieres;2234.0;81600
Rivieres;2234.0;30430
Rivieres;1790.0;16110
Rivieres;1790.0;81600
Rivieres;1790.0;30430
Rivieres;1059.0;16110
Rivieres;1059.0;81600
Rivieres;1059.0;30430
Bouquet;2504.0;30580
Pougnadoresse;2314.0;30330
Cosges;1754.0;39140
Vallery;1508.0;89150
Martrois;1018.0;21320
Echalas;2336.0;69700
Echalas;2336.0;69700
Lachapelle sous aubenas;1726.0;7200
Rocher;1733.0;7110
Lalevade d ardeche;1197.0;7380
Grospierres;2214.0;7120
Aouste sur sye;1966.0;26400
Vaudrey;1085.0;39380
Ruoms;2425.0;7120
Pradons;2439.0;7120
Chassiers;1315.0;7110
Rochessauve;1623.0;7210
Suzoy;1546.0;60400
Anneyron;1567.0;26140
Montcey;1080.0;70000
Bessan;1892.0;34550
Villers robert;1720.0;39120
Grayan et l hopital;1761.0;33590
Ruvigny;1964.0;10410
Maconge;1202.0;21320
Mavilly mandelot;1622.0;21190
Lavilledieu;1944.0;7170
Trouhans;1253.0;21170
Berzeme;429.0;7580
Baulme la roche;1344.0;21410
Montcenis;1302.0;71710
Santilly;925.0;71460
Santilly;925.0;28310
Santilly;1197.0;71460
