Commune;Prixm2;Code_postal
Measnes;604.0;23360
Nouziers;781.0;23350
Fresselines;773.0;23450
Fressenneville;1309.0;80390
Eps;1699.0;62134
Ergny;1193.0;62650
Willencourt;1143.0;62390
Beussent;1250.0;62170
La thieuloye;854.0;62130
Hautecloque;933.0;62130
Douilly;709.0;80400
Breuil;937.0;80400
Breuil;1500.0;80400
Orsennes;1021.0;36190
Thennes;1700.0;80110
Beaumetz;1055.0;80370
Gueschart;1276.0;80150
Vron;1054.0;80120
Chassignolles;952.0;36400
Chassignolles;952.0;43440
Crevant;935.0;36140
La flotte;5373.0;17630
Heuzecourt;1250.0;80370
Domvast;1371.0;80150
Vercourt;1818.0;80120
Montchevrier;747.0;36140
La buxerette;874.0;36140
Le titre;1058.0;80132
Aigurande;975.0;36140
Verneiges;750.0;23170
Paulhac;1886.0;31380
Paulhac;1886.0;43100
Paulhac;1886.0;15430
Paulhac;556.0;31380
Paulhac;556.0;43100
Paulhac;556.0;15430
Paulhac;1531.0;31380
Paulhac;1531.0;43100
Paulhac;1531.0;15430
Ladapeyre;626.0;23270
Mezerolles;913.0;80600
Ligescourt;767.0;80150
Humieres;1178.0;62130
Domqueur;1052.0;80620
Canchy;1244.0;14230
Canchy;1244.0;80150
Canchy;994.0;14230
Canchy;994.0;80150
Le boisle;746.0;80150
Croisette;1142.0;62130
Hure;1100.0;33190
Le donzeil;967.0;23480
Lisbourg;776.0;62134
Argoules;1085.0;80120
Landiras;1427.0;33720
Quend;2312.0;80120
Bergueneuse;1206.0;62134
Lugy;1133.0;62310
Dominois;1419.0;80120
Virelade;1255.0;33720
Vironchaux;1149.0;80150
Machiel;1339.0;80150
Humbert;900.0;62650
Agenvillers;1215.0;80150
Lebiez;1434.0;62990
Oneux;2646.0;80135
Ajain;1158.0;23380
Lepaud;674.0;23170
Lavaufranche;1345.0;23600
Birac;897.0;33430
Birac;897.0;16120
Birac;662.0;33430
Birac;662.0;16120
Soumans;1100.0;23600
Castelviel;1553.0;33540
Lussat;1320.0;63360
Lussat;1320.0;23170
Lussat;1789.0;63360
Lussat;1789.0;23170
Domeyrot;1350.0;23140
Cazats;1032.0;33430
Goualade;866.0;33840
Cressat;727.0;23140
Tercillat;1181.0;23350
Boussac;874.0;12160
Boussac;874.0;23600
Boussac;874.0;46100
Boussac;1134.0;12160
Boussac;1134.0;23600
Boussac;1134.0;46100
Boussac;768.0;12160
Boussac;768.0;23600
Boussac;768.0;46100
Crequy;800.0;62310
Brouqueyran;966.0;33124
Haudricourt;1063.0;76390
Aubeguimont;1001.0;76390
Jarnages;626.0;23140
Campneuseville;886.0;76340
Ellecourt;908.0;76390
Canaples;1422.0;80670
Pernois;968.0;80670
Oroux;877.0;79390
Realcamp;1113.0;76340
Feusines;1000.0;36160
Ardouval;1433.0;76680
Nullemont;1890.0;76390
Ahun;2136.0;23150
Gragnague;2116.0;31380
Assainvillers;1269.0;80500
Vergies;998.0;80270
Behen;1141.0;80870
Ercourt;1299.0;80210
Pionnat;746.0;23140
Naours;1452.0;80260
Villeroy;811.0;77410
Villeroy;811.0;89100
Villeroy;811.0;80140
Villeroy;2511.0;77410
Villeroy;2511.0;89100
Villeroy;2511.0;80140
Villeroy;2011.0;77410
Villeroy;2011.0;89100
Villeroy;2011.0;80140
Betete;795.0;23270
Vigoulant;926.0;36160
Blaudeix;2562.0;23140
La cellette;711.0;23350
La cellette;711.0;63330
Senarpont;1021.0;80140
Morienne;872.0;76390
Martainneville;1366.0;80140
Lamberville;2258.0;50160
Lamberville;2258.0;76730
Lamberville;1537.0;50160
Lamberville;1537.0;76730
Cannessieres;738.0;80140
Bazus;1691.0;31380
Aytre;2672.0;17440
Beauval;1133.0;80630
Biencourt;1081.0;80140
Chepy;1508.0;51240
Chepy;1508.0;80210
Illois;642.0;76390
Pierrecourt;1112.0;70600
Pierrecourt;1112.0;76340
Conteville;1027.0;60360
Conteville;1027.0;27210
Conteville;1027.0;76390
Conteville;1027.0;80370
Conteville;1169.0;60360
Conteville;1169.0;27210
Conteville;1169.0;76390
Conteville;1169.0;80370
Moyenneville;923.0;60190
Moyenneville;923.0;62121
Moyenneville;923.0;80870
Moyenneville;1960.0;60190
Moyenneville;1960.0;62121
Moyenneville;1960.0;80870
Moyenneville;812.0;60190
Moyenneville;812.0;62121
Moyenneville;812.0;80870
Vismes;1389.0;80140
Le translay;907.0;80140
Frettemeule;1049.0;80220
Ochancourt;1927.0;80210
Huchenneville;1232.0;80132
Vignacourt;1426.0;80650
Fremontiers;1447.0;80160
Jalesches;1022.0;23270
Frettecuisse;920.0;80140
Fresneville;1631.0;80140
Francieres;2155.0;60190
Francieres;2155.0;80690
Francieres;1901.0;60190
Francieres;1901.0;80690
Croixrault;2538.0;80290
Dromesnil;1786.0;80640
Remaugies;1214.0;80500
Le quesne;948.0;80430
Nouzerines;1108.0;23600
Roches;884.0;41370
Roches;884.0;23270
Roches;909.0;41370
Roches;909.0;23270
Famechon;1210.0;62760
Famechon;1210.0;80290
Monsures;1414.0;80160
Onard;792.0;40380
Lihons;941.0;80320
Belleuse;1308.0;80160
Gans;593.0;33430
Fransures;990.0;80160
Conty;1284.0;80160
Auros;943.0;33124
Bouttencourt;1056.0;80220
Ayencourt;911.0;80500
Ronchois;984.0;76390
Aigneville;1285.0;80210
Maisnieres;1063.0;80220
Gauville;1184.0;80290
Brocourt;600.0;80430
Custines;1640.0;54670
Jumel;1703.0;80250
Hallivillers;926.0;80250
Talmas;1356.0;80260
Oresmaux;1536.0;80160
Rogy;1221.0;80160
Garrigues;1245.0;34160
Garrigues;1245.0;81500
Garrigues;4083.0;34160
Garrigues;4083.0;81500
Clugnat;837.0;23270
Gouzon;1074.0;23230
Bonneville;2726.0;74130
Bonneville;2726.0;80670
Bonneville;2358.0;74130
Bonneville;2358.0;80670
Offignies;1132.0;80290
Monnieres;1184.0;39100
Monnieres;1184.0;44690
Monnieres;1787.0;39100
Monnieres;1787.0;44690
Vijon;556.0;36160
Thoix;726.0;80160
Berneuil;1200.0;16480
Berneuil;1200.0;17460
Berneuil;1200.0;80620
Berneuil;1200.0;87300
Berneuil;659.0;16480
Berneuil;659.0;17460
Berneuil;659.0;80620
Berneuil;659.0;87300
Berneuil;979.0;16480
Berneuil;979.0;17460
Berneuil;979.0;80620
Berneuil;979.0;87300
Berneuil;1265.0;16480
Berneuil;1265.0;17460
Berneuil;1265.0;80620
Berneuil;1265.0;87300
Flixecourt;1271.0;80420
Brulon;1429.0;72350
Fluy;1111.0;80540
Bourdon;957.0;80310
Gezaincourt;667.0;80600
Rollot;1191.0;80500
Folleville;1338.0;27230
Folleville;1338.0;80250
Ignaucourt;1676.0;80800
Hailles;1367.0;80440
Demuin;1114.0;80110
Preveranges;1023.0;18370
Pompignac;2114.0;33370
Querrieu;1525.0;80115
Cardonnette;992.0;80260
Coisy;2177.0;80260
Etelfay;1194.0;80500
Sidiailles;581.0;18270
Esclainvillers;946.0;80250
Braches;717.0;80110
Aubvillers;905.0;80110
Sourdon;973.0;80250
Perassay;972.0;36160
Harbonnieres;1080.0;80131
Caix;1052.0;80170
Folies;767.0;80170
Bouchoir;951.0;80910
Vrely;1288.0;80170
Aubercourt;801.0;80110
Roye;1449.0;70200
Roye;1449.0;80700
Roye;1416.0;70200
Roye;1416.0;80700
Rethonvillers;692.0;80700
Punchy;2013.0;80320
Morchain;1208.0;80190
Gruny;1022.0;80700
Chaulnes;980.0;80320
Clasville;1041.0;76450
Viplaix;740.0;3370
Sazeray;914.0;36160
Janaillat;616.0;23250
Rainneville;1507.0;80260
Faverolles;806.0;2600
Faverolles;806.0;61600
Faverolles;806.0;52260
Faverolles;806.0;28210
Faverolles;806.0;80500
Faverolles;1229.0;2600
Faverolles;1229.0;61600
Faverolles;1229.0;52260
Faverolles;1229.0;28210
Faverolles;1229.0;80500
Faverolles;1629.0;2600
Faverolles;1629.0;61600
Faverolles;1629.0;52260
Faverolles;1629.0;28210
Faverolles;1629.0;80500
Faverolles;1137.0;2600
Faverolles;1137.0;61600
Faverolles;1137.0;52260
Faverolles;1137.0;28210
Faverolles;1137.0;80500
Beuvraignes;904.0;80700
Le quesnel;1902.0;80118
Fleurat;631.0;23320
Marbache;1553.0;54820
Grivesnes;1236.0;80250
Rubempre;1163.0;80260
Rouvrel;1468.0;80250
Fouencamps;1424.0;80440
Contay;1438.0;80560
Lignieres;1819.0;41160
Lignieres;1819.0;10130
Lignieres;1819.0;18160
Lignieres;1819.0;80500
Lignieres;724.0;41160
Lignieres;724.0;10130
Lignieres;724.0;18160
Lignieres;724.0;80500
Lignieres;944.0;41160
Lignieres;944.0;10130
Lignieres;944.0;18160
Lignieres;944.0;80500
Lignieres;1011.0;41160
Lignieres;1011.0;10130
Lignieres;1011.0;18160
Lignieres;1011.0;80500
Fescamps;1224.0;80500
Coullemelle;1218.0;80250
Warsy;861.0;80500
Louvrechy;1330.0;80250
Andechy;1026.0;80700
Arvillers;1238.0;80910
Damery;938.0;51480
Damery;938.0;80700
Hangard;2105.0;80110
Bessieres;1722.0;31660
Ennemain;700.0;80200
Fransart;1083.0;80700
Glenic;670.0;23380
Champien;2027.0;80700
Hypercourt;903.0;80320
Carrepuis;1094.0;80700
Etalon;1109.0;80190
Curchy;696.0;80190
Guerbigny;1059.0;80500
Goyencourt;1367.0;80700
Billancourt;807.0;80190
Puzeaux;896.0;80320
Balatre;730.0;80700
Marquivillers;571.0;80700
Ercheu;1619.0;80400
Licourt;859.0;80320
Moyencourt;701.0;80400
Herleville;1076.0;80340
Guillaucourt;1508.0;80170
Bayonvillers;1204.0;80170
Nancy;1903.0;54000
Nancy;1903.0;54100
Warvillers;1686.0;80170
Hattencourt;1361.0;80700
Fouquescourt;1150.0;80170
Marest;1099.0;62550
Roellecourt;787.0;62130
Brevillers;765.0;62140
Brevillers;765.0;80600
Heuchin;718.0;62134
Lucheux;4472.0;80600
Neuvillette;981.0;2390
Neuvillette;981.0;80600
Ramburelles;711.0;80140
Lugasson;993.0;33760
Mazerulles;1563.0;54280
Hernicourt;567.0;62130
Soyecourt;750.0;80200
Maisonnisses;680.0;23150
Anzeme;979.0;23000
La sauniere;742.0;23000
Rambures;670.0;80140
Machy;1561.0;10320
Machy;1561.0;80150
Machy;1533.0;10320
Machy;1533.0;80150
Embry;1330.0;62990
Le crotoy;3175.0;80550
Tangry;722.0;62550
Davenescourt;962.0;80500
Wicquinghem;1429.0;62650
Hallu;1329.0;80320
Proyart;1385.0;80340
Marestmontiers;551.0;80500
Bernaville;1419.0;80370
Moreuil;1393.0;80110
Herlincourt;1062.0;62130
Falvy;806.0;80190
Nesle;810.0;80190
Eulmont;1551.0;54690
Bourseville;1079.0;80130
Athies;1214.0;62223
Athies;1214.0;80200
Athies;1413.0;62223
Athies;1413.0;80200
Cottenchy;1698.0;80440
Naillat;932.0;23800
Bonnat;922.0;23220
Peyrabout;520.0;23000
Ambricourt;1904.0;62310
Bezinghem;1104.0;62650
Fay;875.0;72550
Fay;875.0;61390
Fay;875.0;80200
Fay;1060.0;72550
Fay;1060.0;61390
Fay;1060.0;80200
Beauvois;1020.0;62130
Woincourt;1274.0;80520
Miannay;1080.0;80132
Fruges;978.0;62310
Fienvillers;1361.0;80750
Torcy;1123.0;62310
Torcy;1123.0;71210
Torcy;1123.0;77200
Torcy;2887.0;62310
Torcy;2887.0;71210
Torcy;2887.0;77200
Torcy;1203.0;62310
Torcy;1203.0;71210
Torcy;1203.0;77200
Fressin;918.0;62140
Nouvion;932.0;80860
Rimboval;858.0;62990
Daigny;1150.0;8140
Yvrencheux;1075.0;80150
Predefin;1193.0;62134
Nampont;1277.0;80120
Framecourt;1456.0;62130
Boufflers;1247.0;80150
Verchocq;865.0;62560
Radinghem;1226.0;62310
Planques;912.0;62310
Verchin;1223.0;62310
Rougefay;849.0;62390
Coulonvillers;1000.0;80135
Prouville;1521.0;80370
Yvrench;648.0;80150
Remaisnil;1276.0;80600
Clenleu;1124.0;62650
Maninghem;789.0;62650
Quilen;560.0;62650
Zoteux;1018.0;62650
La chavatte;507.0;80700
Brias;1326.0;62130
Cramont;753.0;80370
Montdidier;1295.0;57670
Montdidier;1295.0;80500
Gueret;1118.0;23000
Brouchy;1160.0;80400
Erches;608.0;80500
Fignieres;1308.0;80500
Maucourt;1166.0;60640
Maucourt;1166.0;80170
Maucourt;1928.0;60640
Maucourt;1928.0;80170
Verpillieres;544.0;80700
Offoy;1103.0;60210
Offoy;1103.0;80400
Offoy;1445.0;60210
Offoy;1445.0;80400
Hescamps;893.0;80290
La vicogne;1914.0;80260
Essertaux;716.0;80160
Lepinas;862.0;23150
Fransu;1286.0;80620
Cerville;2093.0;54420
Frevent;902.0;62270
Champsanglard;681.0;23220
Voyennes;1184.0;80400
Quivieres;1180.0;80400
Eppeville;1208.0;80400
Ham;852.0;80400
Hombleux;909.0;80400
Tertry;779.0;80200
Nedonchel;1355.0;62550
Vauvillers;954.0;70210
Vauvillers;954.0;80131
Vauvillers;829.0;70210
Vauvillers;829.0;80131
Thory;1512.0;89200
Thory;1512.0;80250
Thory;1004.0;89200
Thory;1004.0;80250
Matigny;953.0;80400
Dancourt;655.0;76340
Guerville;1118.0;76340
Guerville;1118.0;78930
Guerville;1903.0;76340
Guerville;1903.0;78930
Tully;1035.0;80130
Foucarmont;708.0;76340
Yzeux;1185.0;80310
Rieux;1101.0;60870
Rieux;1101.0;51210
Rieux;1101.0;56350
Rieux;1101.0;76340
Rieux;746.0;60870
Rieux;746.0;51210
Rieux;746.0;56350
Rieux;746.0;76340
Rieux;2030.0;60870
Rieux;2030.0;51210
Rieux;2030.0;56350
Rieux;2030.0;76340
Criquiers;1433.0;76390
Chuignes;1083.0;80340
Brucamps;617.0;80690
Marques;808.0;76390
Aumale;1121.0;76390
Richemont;810.0;57270
Richemont;810.0;76390
Framicourt;1400.0;80140
Prouzel;2276.0;80160
Favieres;1424.0;28170
Favieres;1424.0;54115
Favieres;1424.0;77220
Favieres;1424.0;80120
Favieres;1027.0;28170
Favieres;1027.0;54115
Favieres;1027.0;77220
Favieres;1027.0;80120
Favieres;2346.0;28170
Favieres;2346.0;54115
Favieres;2346.0;77220
Favieres;2346.0;80120
Favieres;1068.0;28170
Favieres;1068.0;54115
Favieres;1068.0;77220
Favieres;1068.0;80120
Rue;1213.0;80120
Teneur;642.0;62134
Anvin;894.0;62134
Sorneville;600.0;54280
Sivry;1385.0;54610
Siracourt;743.0;62130
Cahon;1824.0;80132
Ponthoile;1377.0;80860
Moivrons;1490.0;54760
Bazinval;1353.0;76340
Bermicourt;1197.0;62130
Boffles;1130.0;62390
Vaulx;1463.0;62390
Vaulx;1463.0;74150
Vaulx;2687.0;62390
Vaulx;2687.0;74150
Equirre;529.0;62134
Ruisseauville;875.0;62310
Avondance;610.0;62310
Le ponchel;856.0;62390
Canlers;995.0;62310
Aubrometz;1208.0;62390
Erin;1145.0;62134
Ribeaucourt;1214.0;55290
Ribeaucourt;1214.0;80620
Maizicourt;1617.0;80370
Roqueseriere;1488.0;31380
Outrebois;650.0;80600
Gapennes;1312.0;80150
Le meillard;1251.0;80370
Agenville;990.0;80370
Sibiville;727.0;62270
Contre;614.0;17470
Contre;614.0;80160
Franqueville;612.0;2140
Franqueville;612.0;27800
Franqueville;612.0;80620
Franqueville;896.0;2140
Franqueville;896.0;27800
Franqueville;896.0;80620
Fossemanant;2209.0;80160
Candas;1274.0;80750
Bergicourt;795.0;80290
Laleu;946.0;61170
Laleu;946.0;80270
Laleu;1048.0;61170
Laleu;1048.0;80270
Warlus;1255.0;62123
Warlus;1255.0;80270
Warlus;1271.0;62123
Warlus;1271.0;80270
Cocquerel;662.0;80510
Epaumesnil;620.0;80140
Bosquel;972.0;80160
Breilly;1589.0;80470
Flesselles;1646.0;80260
Ferrieres;1980.0;54210
Ferrieres;1980.0;17170
Ferrieres;1980.0;60420
Ferrieres;1980.0;65560
Ferrieres;1980.0;80470
Ferrieres;1748.0;54210
Ferrieres;1748.0;17170
Ferrieres;1748.0;60420
Ferrieres;1748.0;65560
Ferrieres;1748.0;80470
Ferrieres;836.0;54210
Ferrieres;836.0;17170
Ferrieres;836.0;60420
Ferrieres;836.0;65560
Ferrieres;836.0;80470
Ferrieres;1363.0;54210
Ferrieres;1363.0;17170
Ferrieres;1363.0;60420
Ferrieres;1363.0;65560
Ferrieres;1363.0;80470
Picquigny;1644.0;80310
Bettembos;1166.0;80290
Ergnies;1394.0;80690
Andainville;932.0;80140
Oisemont;1199.0;80140
Fourcigny;1674.0;80290
Marlers;680.0;80290
Metigny;927.0;80270
Airaines;1027.0;80270
Caulieres;1746.0;80290
Meigneux;656.0;77520
Meigneux;656.0;80290
Meigneux;1560.0;77520
Meigneux;1560.0;80290
Eplessier;844.0;80290
Quevauvillers;1431.0;80710
Mentheville;786.0;76110
Long;1528.0;80510
Riencourt;1371.0;80310
Oissy;1314.0;80540
Bougainville;1020.0;80540
Soues;1096.0;65430
Soues;1096.0;80310
Soues;1393.0;65430
Soues;1393.0;80310
Hezecques;1047.0;62310
Matringhem;1061.0;62310
Parenty;1261.0;62650
Rumilly;1203.0;62650
Rumilly;1203.0;74150
Rumilly;2353.0;62650
Rumilly;2353.0;74150
Hucqueliers;1085.0;62650
Herly;1079.0;62650
Herly;1079.0;80190
Alette;816.0;62650
Bimont;731.0;62650
Bourthes;1213.0;62650
Preures;1302.0;62650
Becourt;906.0;62240
Ramecourt;1630.0;62130
Ramecourt;1630.0;88500
Ramecourt;537.0;62130
Ramecourt;537.0;88500
Bours;986.0;65460
Bours;986.0;62550
Bours;1607.0;65460
Bours;1607.0;62550
Pernes;1046.0;62550
Sericourt;1078.0;62270
Beauquesne;1129.0;80600
Barly;4113.0;62810
Barly;4113.0;80600
Barly;1033.0;62810
Barly;1033.0;80600
Sachin;911.0;62550
Maisnil;852.0;62130
Valhuon;1177.0;62550
Hestrus;594.0;62550
Authieule;1129.0;80600
Jouillat;990.0;23220
Ternas;975.0;62127
Pressy;839.0;62550
Fiefs;1026.0;62134
Aumerval;607.0;62550
Bonnieres;1179.0;60112
Bonnieres;1179.0;62270
Bonnieres;1592.0;60112
Bonnieres;1592.0;62270
Terramesnil;911.0;80600
Doullens;1056.0;80600
Humbercourt;930.0;80600
Nedon;1342.0;62550
Ostreville;1165.0;62130
Miremont;1836.0;31190
Miremont;1836.0;63380
Miremont;1030.0;31190
Miremont;1030.0;63380
Occoches;968.0;80600
Bouquemaison;875.0;80600
Troisvaux;834.0;62130
Floringhem;1035.0;62550
Vermandovillers;1148.0;80320
Escalles;1395.0;62179
Bainghen;1332.0;62850
Ardres;1417.0;62610
Sanghen;742.0;62850
Licques;1368.0;62850
Andres;1065.0;62340
Alembon;1248.0;62850
Herbinghen;1622.0;62850
Rodelinghem;2427.0;62610
Peuplingues;1443.0;62231
Treignat;868.0;3380
Guines;1404.0;62340
Loubigne;831.0;79110
Bouquehault;1152.0;62340
Boursin;1900.0;62132
Louches;1233.0;62610
Sarcus;864.0;60210
Autingues;948.0;62610
Hermelinghen;1044.0;62132
Caffiers;1156.0;62132
Hardinghen;1420.0;62132
Fiennes;1223.0;62132
Champagnat;624.0;23190
Champagnat;624.0;71480
Champagnat;1605.0;23190
Champagnat;1605.0;71480
Bremes;1489.0;62610
La brionne;903.0;23000
Hocquinghen;2132.0;62850
Vigeville;778.0;23140
Mazeirat;892.0;23150
Savennes;606.0;23000
Savennes;606.0;63750
Savennes;714.0;23000
Savennes;714.0;63750
Balinghem;1730.0;62610
Aulon;722.0;65240
Aulon;722.0;23210
Aulon;722.0;31420
Aulon;700.0;65240
Aulon;700.0;23210
Aulon;700.0;31420
Aulon;1851.0;65240
Aulon;1851.0;23210
Aulon;1851.0;31420
Montlucon;951.0;3100
Domerat;1046.0;3410
Desertines;1067.0;53190
Desertines;1067.0;3630
Desertines;1418.0;53190
Desertines;1418.0;3630
Villebret;1011.0;3310
Lamaids;742.0;3380
Chenerailles;791.0;23130
Ronnet;888.0;3420
Montgueux;1715.0;10300
Paillart;1387.0;60120
Franseches;1118.0;23480
Mazirat;772.0;3420
Quinssaines;1121.0;3380
Verfeil;1876.0;31590
Verfeil;1876.0;82330
Verfeil;2270.0;31590
Verfeil;2270.0;82330
Augeres;952.0;23210
Premilhat;1067.0;3410
Montpitol;1575.0;31380
Sardent;930.0;23250
Gernelle;818.0;8440
Borne;735.0;7590
Borne;735.0;43350
Blanzac;722.0;87300
Blanzac;722.0;43350
Blanzac;633.0;87300
Blanzac;633.0;43350
Vergezac;948.0;43320
Chaspuzac;1115.0;43320
Chadrac;1447.0;43770
Bains;873.0;43370
Yves;2076.0;17340
Blavozy;1327.0;43700
Polignac;1390.0;17210
Polignac;1390.0;43000
Aiguilhe;1341.0;43000
Chamberaud;852.0;23480
Ceyssac;641.0;43000
Le monteil;975.0;15240
Le monteil;975.0;43700
Plougourvest;1471.0;29400
Coubon;1398.0;43700
Chaspinhac;1188.0;43700
Le brignon;1194.0;43370
Le pertuis;1230.0;43200
Loudes;1118.0;43320
Malrevers;1193.0;43800
Cistrieres;834.0;43160
Mezeres;1700.0;43800
Bonneval;1000.0;28800
Bonneval;1000.0;43160
Bonneval;1349.0;28800
Bonneval;1349.0;43160
Lissac;861.0;9700
Lissac;861.0;43350
Lissac;860.0;9700
Lissac;860.0;43350
Vernassal;1542.0;43270
Villechetif;1902.0;10410
Bouranton;1609.0;10270
Chomelix;1460.0;43500
Beaulieu;1266.0;34160
Beaulieu;1266.0;43800
Beaulieu;1266.0;21510
Beaulieu;1266.0;63570
Beaulieu;1266.0;58420
Beaulieu;1266.0;7460
Beaulieu;1266.0;15270
Beaulieu;1266.0;61190
Beaulieu;1266.0;36310
Beaulieu;1266.0;38470
Beaulieu;1438.0;34160
Beaulieu;1438.0;43800
Beaulieu;1438.0;21510
Beaulieu;1438.0;63570
Beaulieu;1438.0;58420
Beaulieu;1438.0;7460
Beaulieu;1438.0;15270
Beaulieu;1438.0;61190
Beaulieu;1438.0;36310
Beaulieu;1438.0;38470
Beaulieu;2317.0;34160
Beaulieu;2317.0;43800
Beaulieu;2317.0;21510
Beaulieu;2317.0;63570
Beaulieu;2317.0;58420
Beaulieu;2317.0;7460
Beaulieu;2317.0;15270
Beaulieu;2317.0;61190
Beaulieu;2317.0;36310
Beaulieu;2317.0;38470
Beaulieu;1579.0;34160
Beaulieu;1579.0;43800
Beaulieu;1579.0;21510
Beaulieu;1579.0;63570
Beaulieu;1579.0;58420
Beaulieu;1579.0;7460
Beaulieu;1579.0;15270
Beaulieu;1579.0;61190
Beaulieu;1579.0;36310
Beaulieu;1579.0;38470
Beaulieu;894.0;34160
Beaulieu;894.0;43800
Beaulieu;894.0;21510
Beaulieu;894.0;63570
Beaulieu;894.0;58420
Beaulieu;894.0;7460
Beaulieu;894.0;15270
Beaulieu;894.0;61190
Beaulieu;894.0;36310
Beaulieu;894.0;38470
Beaulieu;1234.0;34160
Beaulieu;1234.0;43800
Beaulieu;1234.0;21510
Beaulieu;1234.0;63570
Beaulieu;1234.0;58420
Beaulieu;1234.0;7460
Beaulieu;1234.0;15270
Beaulieu;1234.0;61190
Beaulieu;1234.0;36310
Beaulieu;1234.0;38470
Beaulieu;1651.0;34160
Beaulieu;1651.0;43800
Beaulieu;1651.0;21510
Beaulieu;1651.0;63570
Beaulieu;1651.0;58420
Beaulieu;1651.0;7460
Beaulieu;1651.0;15270
Beaulieu;1651.0;61190
Beaulieu;1651.0;36310
Beaulieu;1651.0;38470
Beaulieu;981.0;34160
Beaulieu;981.0;43800
Beaulieu;981.0;21510
Beaulieu;981.0;63570
Beaulieu;981.0;58420
Beaulieu;981.0;7460
Beaulieu;981.0;15270
Beaulieu;981.0;61190
Beaulieu;981.0;36310
Beaulieu;981.0;38470
Gremonville;789.0;76970
Clerey;1275.0;10390
Aiguilles;1183.0;5470
Rosieres;1086.0;7260
Rosieres;1086.0;43800
Rosieres;1086.0;60440
Rosieres;1086.0;81400
Rosieres;2506.0;7260
Rosieres;2506.0;43800
Rosieres;2506.0;60440
Rosieres;2506.0;81400
Rosieres;1368.0;7260
Rosieres;1368.0;43800
Rosieres;1368.0;60440
Rosieres;1368.0;81400
Rosieres;1933.0;7260
Rosieres;1933.0;43800
Rosieres;1933.0;60440
Rosieres;1933.0;81400
Sembadel;777.0;43160
Monlet;640.0;43270
Malvieres;666.0;43160
Vorey;1184.0;43800
Montaulin;1174.0;10270
Jullianges;899.0;43500
Souligny;1447.0;10320
Plougonven;1117.0;29640
Goulven;1376.0;29890
Luriecq;1254.0;42380
Allegre;1083.0;43270
La tourette;1075.0;42380
Kernoues;804.0;29260
Treflez;1071.0;29430
Neville;1357.0;76460
Lhoumois;1643.0;79390
Tregarantec;1304.0;29260
Drosay;801.0;76460
Sossais;1182.0;86230
Villery;1220.0;10320
Vailly;1170.0;10150
Vailly;1170.0;74470
Vailly;1702.0;10150
Vailly;1702.0;74470
Courteranges;1687.0;10270
Plougoulm;1308.0;29250
Ruvigny;1555.0;10410
La chaulme;654.0;63660
Caloire;1249.0;42240
Thennelieres;1900.0;10410
Laubressel;1578.0;10270
Plouenan;1114.0;29420
Montieramey;871.0;10270
Montsuzain;1562.0;10150
Feuges;1389.0;10150
Mergey;1230.0;10600
Lavau;1764.0;10150
Lavau;1764.0;89170
Lavau;953.0;10150
Lavau;953.0;89170
Aubeterre;995.0;10150
Roscoff;1771.0;29680
Carbonne;1637.0;31390
Villacerf;1354.0;10600
Villeloup;1287.0;10350
Payns;1371.0;10600
Breviandes;1793.0;10450
Guiclan;1065.0;29410
Prugny;1433.0;10190
Le drennec;1413.0;29860
Messon;1339.0;10190
Torvilliers;1380.0;10440
Macey;1528.0;10300
Santec;1511.0;29250
Cleder;1353.0;29233
Fontvannes;1194.0;10190
Troyes;1429.0;10000
Plouescat;1537.0;29430
Locquenole;1264.0;29670
Henvic;1075.0;29670
Taule;1072.0;29670
Sibiril;1024.0;29250
Cresantignes;1180.0;10320
Sommeval;813.0;10320
Jeugny;1061.0;10320
Plouzevede;1009.0;29440
Vauchassis;1366.0;10190
Lanarvily;953.0;29260
Lanhouarneau;1087.0;29430
Lirey;1305.0;10320
Roncenay;948.0;10320
Villemereuil;1201.0;10800
Garlan;922.0;29610
Plouvien;1307.0;29860
Bodilis;1121.0;29400
Ploudaniel;1227.0;29260
Plougar;949.0;29440
Plougasnou;1464.0;29630
Talence;3360.0;33400
Bouilly;1183.0;10320
Bouilly;1183.0;51390
Bouilly;972.0;10320
Bouilly;972.0;51390
Moussey;1503.0;10800
Moussey;1503.0;57770
Moussey;1503.0;88210
Moussey;1107.0;10800
Moussey;1107.0;57770
Moussey;1107.0;88210
Gardouch;1682.0;31290
Plouigneau;1180.0;29650
Plouigneau;1180.0;29610
Le folgoet;1211.0;29260
Guisseny;1067.0;29880
Seyre;1925.0;31560
Maupas;1254.0;10320
Maupas;1254.0;32240
Maupas;1011.0;10320
Maupas;1011.0;32240
Javernant;996.0;10320
Kerlouan;1418.0;29890
Carantec;2167.0;29660
Bucheres;1389.0;10800
Cormost;1034.0;10800
Assenay;792.0;10320
Mespaul;920.0;29420
Treflaouenan;1565.0;29440
Pontrieux;1017.0;22260
Estissac;1289.0;10190
Le burgaud;1479.0;31330
Allenjoie;969.0;25490
Brognard;1207.0;25600
Nommay;1524.0;25600
Raynans;1677.0;25550
Abbevillers;1392.0;25310
Bavans;1275.0;25550
Plouguerneau;1407.0;29880
Seloncourt;1260.0;25230
Etouvans;1622.0;25260
Blamont;1476.0;54450
Blamont;1476.0;25310
Blamont;747.0;54450
Blamont;747.0;25310
Meslieres;1512.0;25310
Voujeaucourt;1312.0;25420
Dambelin;864.0;25150
Beutal;607.0;25250
Ecot;1343.0;25150
