Commune;Prixm2;Code_postal
Mendive;1500.0;64220
Arhansus;1204.0;64120
Menditte;589.0;64130
Cheraute;1054.0;64130
Ascarat;1764.0;64220
Esterencuby;1361.0;64220
Anhaux;946.0;64220
Gamarthe;1388.0;64220
Garindein;968.0;64130
Larrau;1517.0;64560
Ispoure;1020.0;64220
Aincille;1538.0;64220
Irouleguy;1596.0;64220
Jaxu;1192.0;64220
Lasse;768.0;64220
Loubers;1108.0;81170
Milhars;1147.0;81170
Espinas;1804.0;82160
Jouqueviel;1707.0;81190
Le sequestre;1721.0;81990
Broze;909.0;81600
Florentin;1201.0;81150
Varen;1576.0;82330
Laguepie;969.0;82250
Salies;1266.0;81990
Rivieres;1395.0;16110
Rivieres;1395.0;81600
Rivieres;1395.0;30430
Rivieres;1148.0;16110
Rivieres;1148.0;81600
Rivieres;1148.0;30430
Rivieres;990.0;16110
Rivieres;990.0;81600
Rivieres;990.0;30430
Albi;1694.0;81000
Gaillac;1446.0;81600
Carlus;1419.0;81990
Busque;914.0;81300
Brens;1461.0;1300
Brens;1461.0;81600
Brens;1502.0;1300
Brens;1502.0;81600
Terssac;1482.0;81150
Montans;1103.0;81600
Lagrave;1324.0;81150
Coufouleux;1436.0;81800
Laboutarie;678.0;81120
Rouffiac;1017.0;15150
Rouffiac;1017.0;16210
Rouffiac;1017.0;17800
Rouffiac;1017.0;81150
Rouffiac;1015.0;15150
Rouffiac;1015.0;16210
Rouffiac;1015.0;17800
Rouffiac;1015.0;81150
Rouffiac;1150.0;15150
Rouffiac;1150.0;16210
Rouffiac;1150.0;17800
Rouffiac;1150.0;81150
Peyrole;2057.0;81310
Orban;1322.0;81120
Aussac;1253.0;81600
Lasgraisses;1369.0;81300
Fenols;964.0;81600
Fauch;1061.0;81120
Giroussens;1207.0;81500
Rabastens;1488.0;81800
Denat;1412.0;81120
Lamillarie;2372.0;81120
Tecou;1276.0;81600
Paulinet;989.0;81250
Realmont;1062.0;81120
Lombers;905.0;81120
Cadalen;1460.0;81600
Teillet;1223.0;81120
Montdragon;931.0;81440
Puybegon;1277.0;81390
Graulhet;1045.0;81300
Arifat;1893.0;81360
Sieurac;1152.0;81120
Combefa;826.0;81640
Vaour;885.0;81140
Roussayrolles;2136.0;81140
Carmaux;968.0;81400
Virac;1082.0;81640
Itzac;1906.0;81170
Montels;1672.0;9240
Montels;1672.0;34310
Montels;1672.0;81140
Montels;913.0;9240
Montels;913.0;34310
Montels;913.0;81140
Campagnac;2298.0;12560
Campagnac;2298.0;81140
Campagnac;1185.0;12560
Campagnac;1185.0;81140
Andillac;3973.0;81140
Frausseilles;1617.0;81170
Fayssac;1671.0;81150
Marnaves;1349.0;81170
Noailles;829.0;19600
Noailles;829.0;60430
Noailles;829.0;81170
Noailles;1000.0;19600
Noailles;1000.0;60430
Noailles;1000.0;81170
Noailles;1791.0;19600
Noailles;1791.0;60430
Noailles;1791.0;81170
Le segur;1213.0;81640
Penne;2500.0;81140
Puycelsi;987.0;81140
Cestayrols;1097.0;81150
Monesties;941.0;81640
Mailhoc;885.0;81130
Le verdier;1125.0;81140
Les cabannes;1272.0;9310
Les cabannes;1272.0;81170
Les cabannes;990.0;9310
Les cabannes;990.0;81170
Senouillac;1096.0;81600
Tonnac;1111.0;81170
Souel;936.0;81170
Almayrac;883.0;81190
Bournazel;1077.0;12390
Bournazel;1077.0;81170
Trevien;2134.0;81190
Moulares;897.0;81190
Naucelle;1183.0;12800
Camjac;1823.0;12800
Andouque;988.0;81350
Castelmary;1603.0;12800
Valderies;1209.0;81350
Cabanes;744.0;12800
Cabanes;744.0;81500
Cabanes;1427.0;12800
Cabanes;1427.0;81500
Tanus;973.0;81190
Pampelonne;1114.0;81190
Cambon;1131.0;81990
Crespin;984.0;59154
Crespin;984.0;12800
Crespin;984.0;81350
Crespin;1231.0;59154
Crespin;1231.0;12800
Crespin;1231.0;81350
Crespin;1290.0;59154
Crespin;1290.0;12800
Crespin;1290.0;81350
Arthes;1258.0;81160
Saussenac;951.0;81350
La jonchere;1287.0;85540
Serenac;586.0;81350
Padies;1730.0;81340
Crespinet;918.0;81350
Frejairolles;1307.0;81990
Curzon;1224.0;85540
Massieux;2574.0;1600
Centres;1463.0;12120
Le fraysse;982.0;81430
Le garric;1156.0;81450
Ambialet;1125.0;81430
Peault;1036.0;85320
Rosnay;889.0;36300
Rosnay;889.0;51390
Rosnay;889.0;85320
Rosnay;2338.0;36300
Rosnay;2338.0;51390
Rosnay;2338.0;85320
Rosnay;1589.0;36300
Rosnay;1589.0;51390
Rosnay;1589.0;85320
Grosbreuil;1401.0;85440
Palluau;1129.0;85670
Poiroux;1396.0;85440
Bellevigny;1440.0;85170
Corpe;1233.0;85320
Lairoux;1220.0;85400
Le girouard;1303.0;85150
Aizenay;1644.0;85190
Montanay;3045.0;69250
Essarts en bocage;1302.0;85140
Landeronde;1313.0;85150
Thorigny;1313.0;85480
Venansault;1450.0;85190
Le bernard;1571.0;85560
Nesmy;1204.0;85310
La ferriere;1382.0;37110
La ferriere;1382.0;85280
La ferriere;1730.0;37110
La ferriere;1730.0;85280
La ferriere;1029.0;37110
La ferriere;1029.0;85280
La merlatiere;1171.0;85140
Le givre;1477.0;85540
Le tablier;1330.0;85310
La genetouze;1368.0;17360
La genetouze;1368.0;85190
La genetouze;829.0;17360
La genetouze;829.0;85190
Fougere;1553.0;85480
Chauche;1032.0;85140
Beaufou;1160.0;85170
La copechagniere;949.0;85260
Chantonnay;1180.0;85110
La reorthe;861.0;85210
La jaudonniere;1297.0;85110
Thire;1006.0;85210
Les pineaux;841.0;85320
Bessay;1338.0;85320
Bournezeau;1107.0;85480
Vendrennes;1260.0;85250
Sigournais;1320.0;85110
Rochetrejoux;1038.0;85510
Mouchamps;1082.0;85640
Mayet;963.0;72360
Lavernat;788.0;72500
Sarce;1093.0;72360
Le lude;978.0;72800
Requeil;1107.0;72510
Vaas;1065.0;72500
Mansigne;829.0;72510
Coulonge;960.0;72800
Pontvallain;1071.0;72510
Gizeux;1110.0;37340
Chenu;789.0;72500
Corbas;2656.0;69960
Hommes;838.0;37340
Continvoir;1158.0;37340
Couesmes;666.0;37330
Rille;1353.0;37340
Louailles;1144.0;72300
Crosmieres;1276.0;72200
Artheze;1096.0;72270
Bousse;1182.0;57310
Bousse;1182.0;72270
Le bailleul;874.0;72200
La fleche;1273.0;72200
Ligron;1154.0;72270
Reyrieux;2369.0;1600
Limonest;3132.0;69760
Miribel;2744.0;1700
Amberieux;1388.0;69480
Tramoyes;2375.0;1390
Mionnay;2586.0;1390
Monthieux;1843.0;1390
Civrieux;2102.0;1390
Frans;2352.0;1480
Lozanne;2530.0;69380
Lissieu;2683.0;69380
Miserieux;1944.0;1600
Riverie;1542.0;69440
Souzy;1736.0;69610
Ancy;1404.0;69490
Montromant;1128.0;69610
Les halles;1871.0;69610
Montchal;744.0;42360
Brullioles;1388.0;69690
Meys;1560.0;69610
Pomeys;1965.0;69590
Maringes;1294.0;42140
Valeille;1008.0;42110
Cottance;1287.0;42360
Grammond;953.0;42140
Brussieu;1755.0;69690
Violay;1563.0;42780
Viricelles;1497.0;42140
Coise;1922.0;69590
Virigneux;1374.0;42140
Villecheneve;1149.0;69770
Longessaigne;1448.0;69770
Bibost;2088.0;69690
Bessenay;1899.0;69690
Aveize;1574.0;69610
Affoux;1255.0;69170
Duerne;2160.0;69850
Panissieres;1207.0;42360
Tarare;1317.0;69170
Montrottier;1690.0;69770
Courzieu;1929.0;69690
Larajasse;1647.0;69590
Amplepuis;1208.0;69550
Bagnols;2008.0;63810
Bagnols;2008.0;69620
Bagnols;776.0;63810
Bagnols;776.0;69620
Joux;1208.0;69170
Lachassagne;2496.0;69480
Sarcey;1707.0;52800
Sarcey;1707.0;69490
Dieme;1397.0;69170
Lacenas;2277.0;69640
Alix;2040.0;69380
Machezal;1061.0;42114
Legny;1685.0;69620
Charnay;2938.0;25440
Charnay;2938.0;69380
Charnay;1031.0;25440
Charnay;1031.0;69380
Denice;1828.0;69640
Moire;2417.0;69620
Anse;2432.0;69480
Letra;1991.0;69620
Limas;2129.0;69400
Ternand;1723.0;69620
Frontenas;1477.0;69620
Theize;2696.0;69620
Chamelet;1236.0;69620
Ronno;952.0;69550
Cogny;2372.0;18130
Cogny;2372.0;69640
Chirassimont;940.0;42114
Chatillon;1942.0;39130
Chatillon;1942.0;3210
Chatillon;1942.0;69380
Chatillon;1942.0;92320
Chatillon;776.0;39130
Chatillon;776.0;3210
Chatillon;776.0;69380
Chatillon;776.0;92320
Chatillon;805.0;39130
Chatillon;805.0;3210
Chatillon;805.0;69380
Chatillon;805.0;92320
Chatillon;5311.0;39130
Chatillon;5311.0;3210
Chatillon;5311.0;69380
Chatillon;5311.0;92320
Valsonne;1334.0;69170
Irigny;2777.0;69540
Gleize;1851.0;69400
Rivolet;2168.0;69640
Neyron;2367.0;1700
Les sauvages;1704.0;69170
Communay;2540.0;69360
Marennes;2646.0;69970
Marennes;1650.0;69970
Solaize;2422.0;69360
Vaugneray;2379.0;69670
Lentilly;2686.0;69210
Thurins;2293.0;69510
Chaussan;2450.0;69440
Eveux;2075.0;69210
Messimy;2718.0;69510
Orlienas;2178.0;69530
Vourles;2758.0;69390
Chaponost;3030.0;69630
La mulatiere;2673.0;69350
Bron;2668.0;69500
Ecully;3154.0;69130
Mornant;2431.0;69440
Mions;2912.0;69780
Pollionnay;2678.0;69290
Simandres;2902.0;69360
Taluyers;2540.0;69440
Chevinay;1481.0;69210
Grigny;2020.0;62140
Grigny;2020.0;69520
Grigny;2020.0;91350
Grigny;603.0;62140
Grigny;603.0;69520
Grigny;603.0;91350
Grigny;2274.0;62140
Grigny;2274.0;69520
Grigny;2274.0;91350
Yzeron;1466.0;69510
Chuzelles;2531.0;38200
Givors;1802.0;69700
Chaponnay;2621.0;69970
Villeurbanne;2840.0;69100
Salvizinet;1217.0;42110
Brignais;2613.0;69530
Brindas;2566.0;69126
Craponne;2978.0;69290
Curley;1709.0;21220
Cuzieu;1388.0;1300
Cuzieu;1388.0;42330
Cuzieu;975.0;1300
Cuzieu;975.0;42330
Issamoulenc;1953.0;7190
Burzet;1288.0;7450
Chomerac;1760.0;7210
Le chambon;769.0;7160
Veyras;1438.0;7000
Creysseilles;1522.0;7000
Gluiras;1837.0;7190
Flaviac;1852.0;7000
Pourcheres;2433.0;7000
Meyras;1331.0;7380
Privas;1276.0;7000
Genestelle;995.0;7530
Beauvene;2001.0;7190
Chirols;2219.0;7380
Pranles;1338.0;7000
Silhac;1597.0;7240
Laviolle;1375.0;7530
Mezilhac;1128.0;7530
Dornas;966.0;7160
Aizac;1765.0;7530
Ajoux;1413.0;7000
Coux;2096.0;7000
Coux;2096.0;17130
Coux;1133.0;7000
Coux;1133.0;17130
Alissas;1622.0;7210
Darbres;2479.0;7170
Juvinas;1614.0;7600
Lyas;1610.0;7000
Rochessauve;1835.0;7210
Larnage;1501.0;26600
Plats;1303.0;7300
Soyons;1879.0;7130
Chateaubourg;1961.0;35220
Chateaubourg;1961.0;7130
Chateaubourg;1885.0;35220
Chateaubourg;1885.0;7130
Bozas;1307.0;7410
Cornas;2059.0;7130
Accons;954.0;7160
Lamastre;1304.0;7270
Pailhares;1267.0;7410
Champis;1456.0;7440
Mariac;688.0;7160
Mauves;1819.0;7300
Lemps;1410.0;7610
Lemps;1410.0;26510
Glun;1802.0;7300
Gervans;1256.0;26600
Arcens;1326.0;7310
Nantoux;1060.0;21190
Chalencon;2372.0;7240
Jaunac;1193.0;7160
Nozieres;1795.0;7270
Nozieres;1795.0;18200
Nozieres;528.0;7270
Nozieres;528.0;18200
Rompon;1979.0;7250
Rompon;1979.0;7800
Boffres;982.0;7440
Devesset;1384.0;7320
Beauchastel;1689.0;7800
Boree;647.0;7310
Etables;1174.0;7300
Baix;1413.0;7210
Rochepaule;1393.0;7320
Desaignes;1108.0;7570
Arlebosc;2313.0;7410
Chille;2033.0;39570
Empurany;1267.0;7270
Le cheylard;1451.0;7160
Alboussiere;1303.0;7440
Toulaud;2547.0;7130
Mirmande;2857.0;26270
Les vastres;1247.0;43430
Chaneac;864.0;7310
Le crestet;911.0;7270
Le pouzin;1600.0;7250
Beaucourt;1220.0;90500
Cliousclat;1737.0;26270
Fontanges;1194.0;15140
Taussac;1012.0;12600
Gergueil;1622.0;21410
Montezic;1205.0;12460
Campouriez;1203.0;12140
Campouriez;1203.0;12460
Urcy;1221.0;21220
Marmanhac;1120.0;15250
Lascelle;1275.0;15590
Labrousse;810.0;15130
Laroquevieille;1051.0;15250
Ladinhac;2615.0;15120
Carlat;1045.0;15130
Naucelles;1386.0;15250
Ayrens;1311.0;15250
Vezac;1144.0;15130
Vezac;1144.0;24220
Vezac;1713.0;15130
Vezac;1713.0;24220
Yolet;1405.0;15130
Labesserette;1141.0;15120
Senezergues;1360.0;15340
Montsalvy;1160.0;15120
Girgols;879.0;15310
Thiezac;1269.0;15800
Badailhac;1015.0;15800
Tournemire;580.0;15310
Tournemire;580.0;12250
Tournemire;1439.0;15310
Tournemire;1439.0;12250
Aurillac;1219.0;15000
Panges;955.0;21540
Crandelles;1148.0;15250
Junhac;939.0;15120
Ytrac;1297.0;15000
Ytrac;1297.0;15130
Missery;1028.0;21210
Jussac;1228.0;15250
Velzic;1137.0;15590
Leucamp;1102.0;15120
Marcoles;939.0;15220
Raulhac;3507.0;15800
Cantoin;1302.0;12420
Polminhac;1063.0;15800
Argences en aubrac;1131.0;12210
Argences en aubrac;1131.0;12420
Thury;1440.0;21340
Thury;1440.0;89520
Thury;873.0;21340
Thury;873.0;89520
Brommat;672.0;12600
Cassuejouls;2232.0;12210
Laguiole;1294.0;12210
Therondels;1560.0;12600
Huparlac;546.0;12460
Roffiac;1746.0;15100
Noidan;824.0;21390
Cussac;1012.0;15430
Cussac;1012.0;87150
Cussac;925.0;15430
Cussac;925.0;87150
Pierrefort;811.0;15230
Lacanche;920.0;21230
Coltines;1140.0;15170
Lieutades;1338.0;15110
Les ternes;1693.0;15100
Valuejols;957.0;15300
Essey;879.0;21320
Malbo;1333.0;15230
Eguilly;521.0;21320
Laveissiere;2005.0;15300
Corpeau;1434.0;21190
Cezens;998.0;15230
Foissy;637.0;21230
Igornay;584.0;71540
Allerey;818.0;21230
Molinot;588.0;21340
Marcheseuil;1764.0;21430
Musigny;778.0;21230
Maconge;1604.0;21320
Voudenay;920.0;21230
Olle;1562.0;28120
Commarin;819.0;21320
Vievy;2250.0;21230
Blancey;1124.0;21320
Coivrel;1844.0;60420
Epinac;940.0;71360
Curgy;981.0;71400
Thomirey;1401.0;21360
Clomot;987.0;21230
Montbouton;741.0;90500
Mimeure;1097.0;21230
Sussey;830.0;21430
Magnien;1189.0;21230
Arconcey;809.0;21320
Creancey;1007.0;21320
Maligny;696.0;21230
Maligny;696.0;89800
Maligny;1258.0;21230
Maligny;1258.0;89800
Culetre;512.0;21230
Chatellenot;1283.0;21320
Normier;1008.0;21390
Martrois;763.0;21320
Fontangy;1296.0;21390
Saisy;833.0;71360
Beurizot;1323.0;21350
Saffres;725.0;21350
Jouey;1288.0;21230
Morlet;1069.0;71360
Epertully;514.0;71360
Vieilmoulin;727.0;21540
Agey;1269.0;21410
Dree;773.0;21540
Pralon;1105.0;21410
Flavignerot;1725.0;21160
Lantenay;1930.0;1430
Lantenay;1930.0;21370
Lantenay;1159.0;1430
Lantenay;1159.0;21370
Semezanges;1723.0;21220
Ancey;1616.0;21410
Malain;1456.0;21410
Semarey;942.0;21320
Mesmont;1489.0;21540
Mesmont;1489.0;8270
Sombernon;1230.0;21540
Tailly;1347.0;8240
Tailly;1347.0;21190
Tailly;1347.0;80270
Vougeot;3099.0;21640
Meursault;2624.0;21190
Merceuil;1305.0;21190
Demigny;1474.0;71150
Ebaty;1205.0;21190
La rochepot;1035.0;21340
Crugey;944.0;21360
Meuilley;1528.0;21700
Bouilland;1359.0;21420
Monthelie;1832.0;21190
Pommard;1713.0;21630
Chaux;1622.0;21700
Chaux;1622.0;90330
Chaux;812.0;21700
Chaux;812.0;90330
Fussey;1014.0;21700
Beaune;1983.0;21200
Painblanc;1000.0;21360
Comblanchien;1503.0;21700
Echevronne;1357.0;21420
Combertault;1096.0;21200
Bevy;911.0;21220
Arcenant;1540.0;21700
Aubaine;1450.0;21360
Meloisey;1738.0;21190
Vignoles;1875.0;21200
Bouhey;778.0;21360
Volnay;1573.0;21190
Volnay;1573.0;72440
Volnay;1110.0;21190
Volnay;1110.0;72440
Levernois;2025.0;21200
Corgoloin;1633.0;21700
Montain;909.0;39210
Montain;909.0;82100
Voiteur;1195.0;39210
Brainans;1110.0;39800
Lavigny;1374.0;39210
Moiron;1000.0;39570
Bersaillin;1127.0;39800
Pannessieres;1355.0;39570
Passenans;1221.0;39230
Perrigny;1127.0;39570
Perrigny;1127.0;89000
Perrigny;1437.0;39570
Perrigny;1437.0;89000
Briod;1257.0;39570
Montholier;1423.0;39800
Le vernois;806.0;39210
Frontenay;1438.0;39210
Vernantois;1224.0;39570
Domblans;1496.0;39230
Domblans;1496.0;39210
Marnezia;1205.0;39270
Chamberia;1529.0;39270
Gigny;878.0;39320
Gigny;878.0;89160
Prety;834.0;71290
Macornay;1131.0;39570
Frontenard;1239.0;71270
Guerfand;974.0;71620
Frontenaud;1104.0;71580
Vincelles;1345.0;51700
Vincelles;1345.0;71500
Vincelles;1345.0;89290
Vincelles;1210.0;51700
Vincelles;1210.0;71500
Vincelles;1210.0;89290
Tronchy;1562.0;71440
Les repots;625.0;39140
Lacrost;1134.0;71700
Oslon;1499.0;71380
Ormes;1208.0;27190
Ormes;1208.0;51370
Ormes;1208.0;10700
Ormes;1208.0;45140
Ormes;1208.0;71290
Ormes;1840.0;27190
Ormes;1840.0;51370
Ormes;1840.0;10700
Ormes;1840.0;45140
Ormes;1840.0;71290
Ormes;1102.0;27190
Ormes;1102.0;51370
Ormes;1102.0;10700
Ormes;1102.0;45140
Ormes;1102.0;71290
Ormes;847.0;27190
Ormes;847.0;51370
Ormes;847.0;10700
Ormes;847.0;45140
Ormes;847.0;71290
Ormes;2314.0;27190
Ormes;2314.0;51370
Ormes;2314.0;10700
Ormes;2314.0;45140
Ormes;2314.0;71290
Ratenelle;1259.0;71290
Damerey;1280.0;71620
Maynal;711.0;39190
Veria;1059.0;39160
Condal;1084.0;71480
Bosjean;1070.0;71330
Commenailles;927.0;39140
Bouhans;1186.0;71330
Serley;1176.0;71310
Juif;1107.0;71440
La racineuse;858.0;71310
Cuiseaux;998.0;71480
Le miroir;863.0;71480
Rancy;1138.0;71290
Rye;1118.0;39230
Branges;1180.0;71500
Baudrieres;1100.0;71370
La truchere;1278.0;71290
Louhans;1206.0;71500
Bruailles;850.0;71500
Torpes;517.0;25320
Torpes;517.0;71270
Torpes;1483.0;25320
Torpes;1483.0;71270
Simandre;1025.0;71290
Saillenard;1357.0;71580
Montret;1337.0;71440
Relans;787.0;39140
Nance;637.0;39140
Villegaudin;775.0;71620
Montjay;1097.0;5150
Montjay;1097.0;71310
Thurey;942.0;71440
Chevreaux;1617.0;39190
Les hays;1088.0;39120
Cousance;1004.0;39190
La genete;1246.0;71290
Jouvencon;1141.0;71290
Toutenant;1214.0;71350
Montcony;1054.0;71500
Fontainebrux;1552.0;39140
Mervans;1245.0;71310
Sermoyer;1197.0;1190
Joudes;704.0;71480
Digna;1172.0;39190
Bantanges;852.0;71500
Le tartre;552.0;71330
Bellevesvre;944.0;71270
Romenay;1146.0;71470
Cuisery;1109.0;71290
Chaveria;779.0;39270
Sagy;1002.0;71580
Sagy;1002.0;95450
Sagy;3422.0;71580
Sagy;3422.0;95450
Bletterans;1339.0;39140
Menetreuil;1237.0;71470
Baixas;1402.0;66390
Le fay;1151.0;71580
La chaux;1011.0;25650
La chaux;1011.0;71310
La chaux;1011.0;61600
La chaux;1352.0;25650
La chaux;1352.0;71310
La chaux;1352.0;61600
Augea;637.0;39190
Cuisia;859.0;39190
Brienne;776.0;71290
Le planois;652.0;71330
Sornay;1132.0;70150
Sornay;1132.0;71500
Simard;1286.0;71330
Les bordes;562.0;71350
Les bordes;562.0;89500
Les bordes;562.0;36100
Les bordes;562.0;45460
Les bordes;1024.0;71350
Les bordes;1024.0;89500
Les bordes;1024.0;36100
Les bordes;1024.0;45460
Les bordes;809.0;71350
Les bordes;809.0;89500
Les bordes;809.0;36100
Les bordes;809.0;45460
Les bordes;1158.0;71350
Les bordes;1158.0;89500
Les bordes;1158.0;36100
Les bordes;1158.0;45460
Verjux;1288.0;71590
Ciel;1179.0;71350
Alleriot;1423.0;71380
Larnaud;1132.0;39140
Courlaoux;1220.0;39570
Cosges;1244.0;39140
Diconne;1568.0;71330
Ratte;1218.0;71500
Villevieux;1319.0;39140
Le louverot;725.0;39210
Devrouze;608.0;71330
Neulette;958.0;62770
Lombard;1132.0;25440
Lombard;1132.0;39230
Lombard;1154.0;25440
Lombard;1154.0;39230
Recanoz;693.0;39230
Mantry;796.0;39230
Frebuans;1030.0;39570
Cressia;593.0;39270
Courbouzon;1105.0;41500
Courbouzon;1105.0;39570
Courbouzon;1140.0;41500
Courbouzon;1140.0;39570
Rothonay;667.0;39270
Condamine;813.0;1430
Condamine;813.0;39570
Condamine;1249.0;1430
Condamine;1249.0;39570
Cesancey;935.0;39570
Quintigny;1366.0;39570
Chaumergy;1079.0;39230
Sellieres;1085.0;39230
Montmorot;1389.0;39570
Plainoiseau;1409.0;39210
Courlans;1177.0;39570
Biefmorin;1988.0;39800
Champrougier;1071.0;39230
Le chateley;810.0;39230
Geruge;657.0;39570
Rossillon;1077.0;1510
Varaignes;894.0;24360
Mainvilliers;1987.0;28300
Eymouthiers;660.0;16220
Videix;915.0;87600
Marval;1062.0;87440
Rouzede;1056.0;16220
Busserolles;909.0;24360
Cheronnac;953.0;87600
Barjouville;2017.0;28630
Massignac;1403.0;16310
Orgedeuil;933.0;16220
Champsac;1182.0;87230
Ussat;1728.0;9400
Le lindois;988.0;16310
Chalus;826.0;63340
Chalus;826.0;87230
Chalus;1099.0;63340
Chalus;1099.0;87230
Montbron;945.0;16220
Montrollet;779.0;16420
Nouic;1176.0;87330
Turgon;794.0;16350
Chassenon;649.0;16150
Etagnac;864.0;16150
Saulgond;767.0;16420
Chabrac;1028.0;16150
Adainville;1206.0;78113
Brigueuil;945.0;16420
Sandarville;1092.0;28120
Marthon;1583.0;16380
Confolens;947.0;16500
Esse;2009.0;16500
Esse;2009.0;35150
Esse;1247.0;16500
Esse;1247.0;35150
Alloue;870.0;16490
Roussines;830.0;16310
Roussines;830.0;36170
Roussines;799.0;16310
Roussines;799.0;36170
Chabanais;906.0;16150
Cellefrouin;705.0;16260
Dournazac;1008.0;87230
Luisant;2249.0;28600
Ecuras;1116.0;16220
Manot;957.0;16500
Nieuil;952.0;16270
Chirac;861.0;16150
Gorre;918.0;87310
Ambernac;740.0;16490
Parzac;1500.0;16450
Pageas;1345.0;87230
Charonville;1064.0;28120
Suaux;963.0;16260
Lussac;740.0;33570
Lussac;740.0;16450
Lussac;740.0;17500
Lussac;1535.0;33570
Lussac;1535.0;16450
Lussac;1535.0;17500
Rochechouart;1084.0;87600
Morancez;1977.0;28630
Javerdat;949.0;87520
Pressignac;800.0;16150
Etouars;1218.0;24360
Mittainville;1210.0;78125
Lesterps;837.0;16420
Grassac;838.0;16380
Bourdonne;1758.0;78113
Hermeray;2094.0;78125
Blandainville;1252.0;28120
Epeautrolles;1189.0;28120
Mereglise;962.0;28120
Luce;2016.0;28110
Orrouer;1687.0;28190
Vieuvicq;1161.0;28120
Frunce;951.0;28190
Luplante;1436.0;28360
Fraze;1372.0;28160
Marcheville;1321.0;28120
Corancez;2001.0;28630
Poisvilliers;959.0;28300
Friaize;1024.0;28240
Le favril;1432.0;27230
Le favril;1432.0;28190
Le favril;1432.0;59550
Le favril;1250.0;27230
Le favril;1250.0;28190
Le favril;1250.0;59550
Landelles;1284.0;28190
Cintray;1446.0;28300
Digny;1161.0;28250
Neron;2574.0;28210
Le thieulin;872.0;28240
Bouglainval;1402.0;28130
Mignieres;1665.0;28630
Groslay;3005.0;95410
Chuisnes;1345.0;28190
Chartres;2265.0;28000
Dammarie;1578.0;28360
Pontgouin;1248.0;28190
Villebon;1105.0;28190
Billancelles;1315.0;28190
Theuville;1215.0;28150
Theuville;1215.0;28360
Theuville;1215.0;95810
Sours;1962.0;28630
Yermenonville;1691.0;28130
Gas;2128.0;28320
Les villages voveens;1286.0;28150
Maintenon;2164.0;28130
Pierres;1979.0;28130
Coltainville;1663.0;28300
Mevoisins;1291.0;28130
Liniez;1272.0;36150
Hanches;2109.0;28130
Champseru;1379.0;28700
Soulaires;1361.0;28130
Luray;1629.0;28500
Francourville;1627.0;28700
Houx;1624.0;28130
Ouerre;1194.0;28500
Lormaye;1430.0;28210
Treon;1771.0;28500
Chataincourt;756.0;28270
Vernouillet;1589.0;28500
Vernouillet;1589.0;78540
Vernouillet;3156.0;28500
Vernouillet;3156.0;78540
Prudemanche;1349.0;28270
Germainville;1890.0;28500
Garnay;1366.0;28500
Charpont;1506.0;28500
Chaudon;1457.0;28210
Ecluzelles;1520.0;28500
Broue;1677.0;28410
Beauche;1135.0;28270
La hauteville;1656.0;78113
Laons;906.0;28270
Escorpain;802.0;28270
Courteilles;719.0;27130
Brechamps;1112.0;28210
Saulnieres;1351.0;28500
Saulnieres;1351.0;35320
Saulnieres;1386.0;28500
Saulnieres;1386.0;35320
Puiseux;744.0;28170
Puiseux;744.0;8270
Les chatelets;1016.0;28270
Coulombs;1553.0;28210
Maillebois;1398.0;28170
Senantes;1478.0;28210
Senantes;1478.0;60650
Senantes;1164.0;28210
Senantes;1164.0;60650
Dreux;1530.0;28100
Grandchamp;1310.0;52600
Grandchamp;1310.0;8270
Grandchamp;1310.0;72610
Grandchamp;1310.0;78113
La saucelle;676.0;28250
Argenvilliers;1100.0;28480
Montlandon;871.0;28240
Vaupillon;773.0;28240
Bretoncelles;988.0;61110
Meauce;1358.0;28240
Morvilliers;1380.0;10500
Morvilliers;1380.0;28340
Morvilliers;511.0;10500
Morvilliers;511.0;28340
Manou;1296.0;28240
La loupe;1126.0;28240
Brezolles;1019.0;28270
Combres;1227.0;28480
La puisaye;937.0;28250
La gaudaine;1092.0;28400
La framboisiere;958.0;28250
Senonches;998.0;28250
Happonvilliers;979.0;28480
Montireau;586.0;28240
Mauressac;1657.0;31190
Gibel;1604.0;31560
Lacaugne;1633.0;31390
Soize;640.0;2340
Gajan;1059.0;9190
Gajan;1059.0;30730
Gajan;1484.0;9190
Gajan;1484.0;30730
Dun;1051.0;9600
Le bosc;1136.0;9000
Le bosc;1136.0;34700
Le bosc;1432.0;9000
Le bosc;1432.0;34700
Eycheil;1121.0;9200
Massat;1196.0;9320
Alos;1055.0;9200
Alos;1055.0;81140
Riverenert;1557.0;9200
Soulan;1149.0;9320
Justiniac;778.0;9700
Lacourt;862.0;9200
Latrape;1469.0;31310
Artigat;1078.0;9130
Castagnac;1154.0;31310
Gabre;1308.0;9290
Madiere;1489.0;9100
Allieres;1710.0;9240
Camarade;1124.0;9290
Boussenac;1688.0;9320
Arvigna;977.0;9100
Nescus;1120.0;9240
Biert;1355.0;9320
Aleu;3324.0;9320
Loubens;1393.0;9120
Loubens;1393.0;33190
Loubens;759.0;9120
Loubens;759.0;33190
Meras;1371.0;9350
Oust;1106.0;9140
Lanoux;1182.0;9130
Rimont;1079.0;9420
Vernajoul;1219.0;9000
Montoulieu;1272.0;9000
Montoulieu;1272.0;34190
Saurat;1166.0;9400
Burret;1875.0;9000
Alzen;959.0;9240
Crampagna;1394.0;9120
Pamiers;1203.0;9100
Encourtiech;1582.0;9200
Foix;1236.0;9000
Marliac;574.0;31550
Caujac;1438.0;31190
